Volume,Page,KF Scientific Name,KF Scientific Name,AH Scientific Name,AH Common Name,"Dimensions (hxw, cm)",Place Name-1,Year-1,Place Name-2,Year-2,Place Name-3,Year-3,Place Name-4,Year-4,Place Name-5,Year-5,Place Name-6 ,Year-6,Place Name-7,Year-7,Place Name-8,Year-8,,
2,50,Arenaria groenlandica S ,,Minuartia groenlandica (Retz) Ostenf ,mountain sandplant,38.0 x 27.4,Brunswick,nd,Green Mt. ,nd,Mount Desert,1903,,,,,,,,,,,,
2,51,Arenaria laterifloria L ,,Moehringia laterifloria (L) Fenzl ,blunt-leaved grove-sandwort,27.7 x 23.1,Wells,1879,,,,,,,,,,,,,,,,
2,52,Arenaria laterifloria L ,,Moehringia laterifloria (L) Fenzl ,blunt-leaved grove-sandwort,31.6 x 23.9,Fort Fairfield,1880,Rangeley,1882,Mount Desert,1891,Rangeley,1894,,,,,,,,,,
2,53,Arenaria peploides L ,,Honckenya peploides (L) Ehrh ,seaside-sandwort,39.0 x 38.0 ,Machias,1902,,,,,,,,,,,,,,,,
2,54,Stellaria media Smith ,,Stellaria media (L) Vill ,common stitchwort,38.5 x 27.9,Brunswick,1908,,,,,,,,,,,,,,,,
2,55,Stellaria graminea L ,,Stellaria graminea L ,grass-leaved stitchwort,37.7 x 28.1,Orono,1891,Harpswell,nd,Skowhegan,nd,Saint Francis,1881,,,,,,,,,,
2,56,Cerastium arvense L ,,Cerastium arvense L,fielDChickweed,28.9 x 26.4,Brunswick,1871,Saint Francis,1881,,,,,,,,,,,,,,
2,57,Stellaria uliginosa Murr ,,Stellaria alsine Grimm ,bog stitchwort,37.6 x 27.0,Wells,1898,Bustin's Island,1909,,,,,,,,,,,,,,
2,58,Stellaria uliginosa Murr ,,Stellaria alsine Grimm ,bog stitchwort,38.2 x 27.8,Old Orchard Beach,1896,,,,,,,,,,,,,,,,
2,59,Stellaria borealis Bigelow ,,Stellaria borealis Bigelow ,boreal stitchwort,29.9 x 24.1,Wells,1878,Brunswick,1871,South Poland,1893,Gilead,1897,Fort Fairfield,1880,Wells,1897,Wells,1898,,,,
2,60,Stellaria humifusa Rottb ,,Stellaria humifusa Rottb ,saltmarsh stitchwort,38.3 x 27.5,Cutler,1902,,,,,,,,,,,,,,,,
2,61,Cerastium vulgatum L,,Cerastium fontanum Baumg ,mouse-ear chickweed,37.4 x 25.5 ,Brunswick,nd,,,,,,,,,,,,,,,,
2,62,Cerastium arvense L ,,Cerastium arvense L ,fielDChickweed,37.5 x 28.0,Cape Elizabeth,1880,,,,,,,,,,,,,,,,
2,63,Sagina procumbens L ,,Sagina procumbens L ,bird's-eye pearlwort,23.0 x 14.4,Brunswick,nd,,,,,,,,,,,,,,,,
2,64,Sagina procumbens L ,,Sagina procumbens L ,bird's-eye pearlwort,37.5 x 27.4,Brunswick,1892,South Poland,1895,Squirrel Island,1892,,,,,,,,,,,,
2,66,Sagina nodosa Fenzl ,,Sagina nodosa Fenzl ,knotted pearlwort,37.3 x 27.1,Bar Harbor,1891,,,,,,,,,,,,,,,,
2,67,[illegible],Sagina nodosa Fenzl ,Sagina nodosa Fenzl ,knotted pearlwort,37.0 x 17.3,Cape Porpoise,1901,Cutler,1902,Gray,1908,,,,,,,,,,,,
2,68,Spergularia rubra J & K Presl ,[illegible],Spergularia rubra (L) J & K Presl ,red sand-spurry,18.2 x 17.4,Brunswick,1870,South Poland,1893,Wells,1895,,,,,,,,,,,,
2,69,Spergularia marina Griseb ,[illegible],Spergularia marina Griseb ,saltmarsh sand-spurry,23.5 x 17.0,Wells,1879,Cutler,1902,Wells,1881,,,,,,,,,,,,
2,70,[illegible] marina Dumont ,Spergularia marina L ,Spergularia marina Griseb ,saltmarsh sand-spurry,37.1 x 27.6,Wells Beach,1879,Cutler,1902,,,,,,,,,,,,,,
2,71,Spergularia canadensis Griseb ,[illegible],Spergularia canadensis Griseb ,Canada sand-spurry,34.0 x 23.8,Brunswick,nd,Wells,1879,Cutler,1902,Wells,1897,Wells,1898,,,,,,,,
2,72,Spergula arvensis L ,,Spergula arvensis L ,corn spurry,37.3 x 27.4,Topsham,1903,Brunswick,nd,Wells,nd,Rangeley,nd,South Poland,nd,,,,,,,,
2,73,Portulacea oleracea L ,,Portulaca oleracea L ,common purslane,37.6 x 27.2,Brunswick,1892,,,,,,,,,,,,,,,,
2,75,Elatine americana Arn ,,Elatine americana Pursh ,American waterwort,37.1 x 27.4,Mexico,1894,,,,,,,,,,,,,,,,
2,76,Hypericum ellipticum Hook ,,Hypericum ellipticum Hook ,pale Saint John's-wort,35.7 x 26.8 ,Fort Fairfield,1880,,,,,,,,,,,,,,,,
2,77,Hypericum ellipticum Hook ,,Hypericum ellipticum Hook ,pale Saint John's-wort,38.3 x 28.0,Rangeley,1882,South Poland,1893,Wells,1893,,,,,,,,,,,,
2,78,Hypericum perforatum L ,,Hypericum perforatum L ,common Saint John's-wort,37.7 x 27.1,Brunswick,1903,,,,,,,,,,,,,,,,
2,79,Hypericum maculatum Walt,,Hypericum punctatum Lam ,spotted Saint John's-wort,38.2 x 27.7,Litchfield,1896,Gilead,1897,,,,,,,,,,,,,,
2,80,Hypericum boreale Bicknell ,,Hypericum boreale Bickn ,northern Saint John's-wort,39.0 x 28.0,Gilead,1897,,,,,,,,,,,,,,,,
2,81,Hypericum boreale Bicknell ,,Hypericum boreale Bickn ,northern Saint John's-wort,19.3 x 14.4.,Jersey Pond,1892,North Leeds,1894,Gilead,1897,,,,,,,,,,,,
2,82,Hypericum canadense L ,,Hypericum canadense L ,lesser Canadian Saint John's-wort,28.4 x 25.0,Brunswick,1876,Wells,1898,South Poland,1893,,,,,,,,,,,,
2,83,Hypericum canadense L ,,Hypericum canadense L ,lesser Canadian Saint John's-wort,19.0 x 13.6,Brunswick,1876,,,,,,,,,,,,,,,,
2,84,Hypericum mutilum L ,,Hypericum mutilum L ,dwarf Saint John's-wort,37.4 x 27.8,Brunswick,1870,Orono,1880,Rangeley,1882,South Poland,1893,,,,,,,,,,
2,85,Hypericum gentianoides B S P ,,Hypericum gentianoides B S P ,orange-grass Saint John's-wort,22.5 x 17.0,Wells,1874,Fort Popham,1908,,,,,,,,,,,,,,
2,86,Hypericum virginicum L ,,Triadenum virginicum Raf ,Virginia marsh-Saint John's-wort,37.6 x 27.4,Fayette,1878,,,,,,,,,,,,,,,,
2,87,Hypericum virginicum L ,Elodes virginica Nutt ,Triadenum virginicum Raf ,Virginia marsh-Saint John's-wort,23.7 x 16.7,Fayette Ridge,1878,South Poland,1893,,,,,,,,,,,,,,
2,88,Malva rotundifula L ,,Malva rotundifula L ,low mallow,22.4 x 15.6,Brunswick,1870,West Bath,1892,Wells,1898,South Poland,1893,,,,,,,,,,
2,89,Tilia americana L ,,Tilia americana L ,American linden,36.9 x 27.5,Brunswick,1874,Fayette Ridge,nd,East Livermore,1896,South Poland,1893,Wells,1898,,,,,,,,
2,90,Linum usitatissimum L ,,Linum usitatissimum L ,cultivated flax,36.1 x 26.9,Wells Beach,1879,Fort Kent,1880,Orono,1881,South Poland,1893,Brunswick,1905,,,,,,,,
2,43VA,Silene noctiflora ?,,Silene noctiflora L ,night-flowering campion,37.0 x 26.8 ,Gilead,1879,,,,,,,,,,,,,,,,
2,43VB,Saponaria vaccaria L ,,Vaccaria hispanica Rauschert ,cowcockle,39.8 x 27.8,Brunswick,1907,,,,,,,,,,,,,,,,
2,48VA,Lychnis flos-cuculi L ,,Lychnis flos-cuculi L ,ragged robin lychnis,37.5 x 27.9,Drake's Island,nd,Wells,1901,,,,,,,,,,,,,,
2,53VA,Arenaria serpyllifolia L ,,Arenaria serpyllifolia L ,thyme-leaved sandwort,38.5 x 27.6,Bustin's Island,1909,,,,,,,,,,,,,,,,
2,58VA,Stellaria borealis Bigelow ,,Stellaria borealis Bigelow ,boreal stitchwort,27.1 x 19.6,Brunswick,1891,,,,,,,,,,,,,,,,
2,65v,Sagina nodosa Fenzl ,,Sagina nodosa Fenzl ,knotted pearlwort,38.0 x 27.4,Brunswick,1885,Mount Desert,1891,Cape Porpoise,1891,Cutler,1902,,,,,,,,,,
2,74v,Portulacea oleracea L ,,Portulaca oleracea L ,common purslane,27.0 x 20.9,Brunswick,1876,Brunswick,1896,,,,,,,,,,,,,,
2,77v,Hypericum perforatum L,,Hypericum perforatum L ,common Saint John's-wort,26.8 x 20.5,nd,1870,,,,,,,,,,,,,,,,
2,89v,Linaria canadensis,,Nuttallanthus canadensis D A Sutton,oldfield-toadflax,38.7 x 27.2,nd,1907,,,,,,,,,,,,,,,,
2,90v,Linum virginianum L ,,Linum virginianum L ,woodland yellow flax,33.5 x 23.6,nd,1879,,,,,,,,,,,,,,,,
3,1,Geranium maculatum L ,,Geranium maculatum L ,spotteDCrane's-bill,38.8 x 27.6,Brunswick,1870,South Poland,1893,Wells,1898,Chebeague,nd,Castine,1903,Orono,1891,,,,,,
3,2,Geranium robertianum L ,,Geranium robertianum L ,mountain crane's-bill,37.6 x 27.3,Squirrel Island,1893,Brunswick,nd,,,,,,,,,,,,,,
3,3,Geranium carolinianum L ,,Geranium carolinianum L ,Carolina crane's-bill,33.9 x 24.2,Brunswick,1877,West Bath,1891,,,,,,,,,,,,,,
3,4,Geranium bicknellii Britton ,,Geranium bicknelii Britt ,northern crane's-bill,37.2 x 27.2,Brunswick,1902,Harding,1877,,,,,,,,,,,,,,
3,5,Erodium cicutarium L'H̩r ,,Erodium cicutarium (L) L'H̩r ,red-stemmed stork's-bill,36.4 x 25.7,East Wilton,1894,,,,,,,,,,,,,,,,
3,6,Oxalis corniculata L ,,Oxalis corniculata L ,creeping yellow wood sorrel,37.8 x 27.8,Brunswick,1870,,,,,,,,,,,,,,,,
3,7,Oxalis corniculata L ,,Oxalis corniculata L ,creeping yellow wood sorrel,37.8 x 26.9,Brunswick,1896,Great Diamond Island,1896,Brunswick,1898,Great Diamond Island,1898,,,,,,,,,,
3,8,Impatiens pallida Nutt ,,Impatiens pallida Nutt ,pale touch-me-not,37.5 x 27.4,Saint Francis,1881,,,,,,,,,,,,,,,,
3,9,Impatiens fulva Nutt ,,Impatiens capensis Meerb ,spotted touch-me-not,31.6 x 23.7,Brunswick,1870,East Livermore,nd,Rangeley,1882,Wells,1898,Gilead,1897,Saint Francis,1881,Bar Harbor,1891,,,,
3,10,Impatiens fulva Nutt ,,Impatiens capensis Meerb ,spotted touch-me-not,37.5 x 27.3,Saint Francis,1881,Bar Harbor,1891,,,,,,,,,,,,,,
3,12,Celastrus scandens L ,,Celastrus scandens L ,American bittersweet,33.8 x 24.5,Farmington,1875,South Poland,1893,Gilead,1897,Wells,1898,Orono,1880,,,,,,,,
3,13,Rhamnus anifolia L'H̩r ,,Rhamnus anifolia L'H̩r ,alder-leaved buckthorn,36.9 x 26.0,Wells,1876,Fort Fairfield,1880,Caribou,1880,Mayos Pond,1897,Patten,1881,Wells,1879,Wells,1898,,,,
3,14,Vitis labrusca L ,,Vitis labrusca L ,fox grape,37.2 x 26.7,Wells,1879,,,,,,,,,,,,,,,,
3,15,Vitis vulpina L ,,Vitis vulpina L ,frost grape,37.2 x 26.3,Strong,1882,,,,,,,,,,,,,,,,
3,16,Vitis vulpina L ,,Vitis vulpina L ,frost grape,36.6 x 27.8,Farmington,1878,Strong,1882,,,,,,,,,,,,,,
3,17,Vitis vulpina L ,,Vitis vulpina L ,frost grape,37.6 x 28.2,Farmington,1878,,,,,,,,,,,,,,,,
3,18,Ampelopsis quinquefolia M ,,Parthenocissus quinquefoli (L) Planch,Virginia creeper,28.9 x 23.3,Brunswick,1876,Orono,1880,Wells,1898,Fayette,1878,,,,,,,,,,
3,19,Acer pensylvanicum L ,,Acer pensylvanicum L ,striped maple,37.5 x 28.0,Fayette,1878,West Baldwin,1900,South Poland,1895,,,,,,,,,,,,
3,20,Acer spicatum Lam ,,Acer spicatum Lam ,mountain maple,37.5 x 28.0,Fayette,nd,Rangeley,1882,West Baldwin,1900,South Poland,1895,East Livermore,1877,,,,,,,,
3,21,Acer saccharinum Wang ,,Acer saccharinum L ,silver maple,36.6 x 27.3,Brunswick,1877,Wells,1898,Rangeley,1882,South Poland,1893,,,,,,,,,,
3,24,Acer rubrum L ,,Acer rubrum L ,red maple,25.0 x 27.5,Brunswick,1876,,,,,,,,,,,,,,,,
3,25,Rhus typhina L ,,Rhus hirta (L) Sudworth ,staghorn sumac,38.4 x 27.4,Brunswick,1878,Wells,1898,Rangeley,1882,South Poland,1893,,,,,,,,,,
3,26,Rhus glabra L ,,Rhus glabra L ,smooth sumac,37.5 x 27.0,Brunswick,nd,East Livermore,1878,Fayette,1878,Farmington,1878,South Poland,1893,,,,,,,,
3,27,Rhus copallina L ,,Rhus copallinum L ,winged sumac,38.8 x 27.6,Topsham,nd,Shapleigh,1891,,,,,,,,,,,,,,
3,28,Rhus venenata DC ,,Toxicodendron vernix (L) Kuntze,poison-sumac,37.8 x 26.7,Chesterville,1877,Fayette,1879,Wells,1893,,,,,,,,,,,,
3,29,Rhus toxicodendron L ,,Toxicodendron radicans (L) Kuntze ,poison-ivy,25.6 x 20.0,Brunswick,1871,Wells,1898,Rangeley,1882,South Poland,1893,,,,,,,,,,
3,30,Polygala paucifolia Willd ,,Polygala paucifolia Willd ,fringed milkwort,37.2 x 27.0,Brunswick,1881,South Poland,1893,Wells,1898,,,,,,,,,,,,
3,31,Polygala polygama Walt ,,Polygala polygama Walt ,racemed milkwort,26.6 x 18.7,Brunswick,1900,Wells,1879,,,,,,,,,,,,,,
3,32,Polygala sanguinea L ,,Polygala sanguinea L ,bloody milkwort,37.5 x 26.9,Brunswick,1887,Wells,1898,South Poland,nd,West Baldwin,1900,,,,,,,,,,
3,33,Polygala cruciata L ,,Polygala cruciata L ,drum-heads milkwort,37.0 x 26.2,Wells,1878,Ogunquit,nd,,,,,,,,,,,,,,
3,34,Polygala verticillata L ,,Polygala verticillata L ,whorled milkwort,36.3 x 27.1,Brunswick,1887,,,,,,,,,,,,,,,,
3,35,Baptisia tinctoria R Br ,,Baptisia tinctoria (L) R Br ex Ait f ,yellow wild indigo,36.5 x 26.4,Wells,1877,,,,,,,,,,,,,,,,
3,36,Genista tinctoria L ,,Genista tinctoria L ,dyer's greenweed,33.0 x 24.9,Wells,1877,Kennebunkport,1902,,,,,,,,,,,,,,
3,37,Trifolium arvense L ,,Trifolium arvense L ,rabbit-foot clover,27.9 x 18.0 ,Brunswick,1871,Farmington,nd,Wells,1898,South Poland,1895,,,,,,,,,,
3,38,Trifolium pratense L ,,Trifolium pratense L ,reDClover,36.1 x 26.5,Brunswick,nd,South Poland,1897,,,,,,,,,,,,,,
3,39,Trifolium medium L ,,Trifolium medium L ,zigzag clover,36.2 x 27.5,South Poland,1897,,,,,,,,,,,,,,,,
3,40,Trifolium repens L ,,Trifolium repens L ,white clover,37.2 x 27.5,Brunswick,nd,South Poland,1893,,,,,,,,,,,,,,
3,41,Trifolium hybridum L ,,Trifolium hybridum L ,alsike clover,36.2 x 26.2,Mount Desert,1888,Brunswick,nd,South Poland,1893,Wells,nd,,,,,,,,,,
3,42,Trifolium procumbens L ,,Trifolium campestre Schreb ,pinnate hop clover,27.0 x 18.2,Orono,1880,Rockland,1903,Isle au Haut,1909,,,,,,,,,,,,
3,43,Melilotus officinalis Willd ,,Melilotus officinalis (L) Lam ,yellow sweet-clover,37.1 x 27.3,Brunswick,1891,Bangor,1891,South Poland,1895,,,,,,,,,,,,
3,44,Melilotus alba Lam ,,Melilotus alba Medik ,white sweet-clover,37.5 x 26.5,Brunswick,nd,South Poland,1895,,,,,,,,,,,,,,
3,45,Medicogo sativa L ,,Medicago sativa L ,purple medick,29.5 x 23.5 ,South Poland,1893,,,,,,,,,,,,,,,,
3,46,Medicago lupulina L ,,Medicago lupulina L ,black medick,34.3 x 27.0,Brunswick,nd,York Beach,1879,Scarborough,1891,Wells,1898,,,,,,,,,,
3,47,Medicago denticulata Willd ,,Medicago polymorpha L ,toothed medick,38.4 x 27.2,Wells,1898,North Berwick,1898,,,,,,,,,,,,,,
3,48,Robinia pseudacacia L ,,Robinia pseudoacacia L ,black locust,37.2 x 27.4,Fayette,1877,Wells,nd,Orono,nd,Livermore Falls,1878,South Poland,1893,,,,,,,,
3,49,Robinia hispida L ,,Robinia hispida L ,bristly locust,37.0 x 26.3,Fayette,nd,Brunswick,1877,Wells,nd,,,,,,,,,,,,
3,50,Astragalus alpinus L ,`,Astragalus alpinus L ,alpine milk-vetch,36.5 x 26.7,Fort Fairfield,1880,Fort Kent,1880,,,,,,,,,,,,,,
3,51,Astragalus robbinsii Gray ,,Astragalus robbinsii (Oakes) Gray ,Robbin's milk-vetch,37.4 x 27.7,Fort Kent,1880,nd,1878,,,,,,,,,,,,,,
3,52,Astragalus robbinsii Gray ,,Astragalus robbinsii (Oakes) Gray ,Robbin's milk-vetch,38.2 x 27.8,Fort Kent,1881,,,,,,,,,,,,,,,,
3,53,Oxytropus campistris DC ,,Oxytropis campestris (L) DC ,Saint John River oxytrope,37.7 x 26.5,Caribou,1880,Fort Kent,1880,,,,,,,,,,,,,,
3,55,Desmodium nudiflorum DC ,,Hylodesmum nudiflorum (L) H Ohashi & R R Mill,naked tick-trefoil,36.9 x 27.0,Fayette,1876,South Poland,1895,Rangeley,1894,West Baldwin,1900,,,,,,,,,,
3,56,Desmodium acuminatum DC ,,Hylodesmum glutinosum (L) H Ohashi & R R Mill,pointed-leaved tick-trefoil,34.6 x 26.0,Topsham,nd,Fayette Ridge,1877,South Poland,1893,Rangeley,1894,Jay,1890,nd,1891,,,,,,
3,57,Desmodium paniculatum DC ,,Desmodium paniculatum (L) DC ,panicled tick-trefoil,37.0 x 27.1,West Poland,1895,,,,,,,,,,,,,,,,
3,58,Desmodium canadense DC ,,Desmodium canadense (L) DC ,showy trick-trefoil,26.8 x 16.5,Brunswick,1870,Lisbon Falls,1904,Wells,1879,Orono,1891,South Poland,1893,,,,,,,,
3,59,Lespedeza procumbens Michx ,,Lespedeza procumbens Michx ,trailing bush-clover,31.0 x 23.7,South Poland,1895,,,,,,,,,,,,,,,,
3,60,Lespedeza frutescens Britton ,Lespedeza stuvei Nutt ,Lespedeza frutescens (L) Hornem ,violet bush-clover,36.6 x 26.8,South Poland,1895,,,,,,,,,,,,,,,,
3,61,Lespedeza polystachya Michx ,,Lespedeza hirta (L ) Hornem,hairy bush-clover,31.0 x 23.9,Wells,1877,West Baldwin,1900,Brunswick,1904,,,,,,,,,,,,
3,62,Lespedeza capitata Michx ,,Lespedeza capitata Michx ,round-headed bush-clover,30.9 x 23.0,Wells,1897,West Baldwin,1900,Brunswick,1904,,,,,,,,,,,,
3,63,Vicia angustifolia Reichardt,Vicia sativa L ,Vicia sativa L ,common vetch,34.0 x 25.3,South Poland,1895,Wells,1879,,,,,,,,,,,,,,
3,64,Vicia cracca L ,,Vicia cracca L ,bird vetch,26.5 x 17.0,Brunswick,nd,South Portland ,1895,Dover,1897,Wells,1898,Fort Fairfield,1880,Cutler,1902,,,,,,
3,65,Lathyrus maritimus Bigelow ,,Lathyrus japonicus Willd ,beach vetchling,33.5 x 26.5,Great Diamond Island,1888,Squirrel Island,nd,Wells Beach,1879,Wells Beach,1898,,,,,,,,,,
3,66,Lathyrus palustris L ,,Lathyrus palustris L ,marsh vetchling,35.3 x 26.0,Drake's Island,1897,Great Diamond Island,1880,Wells Beach,1879,,,,,,,,,,,,
3,67,Apios tuberosa Moench ,,Apios americana Medik ,common ground-nut,36.5 x 25.7,South Poland,1893,Rangeley,1894,Gilead,1897,West Baldwin,1900,Brunswick,1876,East Livermore,1896,Wells,1898,Lisbon Falls,1904,,
3,68,Amphicarpaea monoica L ,,Amphicarpaea bracteata (L) Fern ,silk-tree,26.8 x 18.5,Brunswick,nd,Rangeley,1882,South Poland,1895,West Baldwin,1900,Wells,1898,,,,,,,,
3,70,Desmodium canadense DC ,,Desmodium canadense DC ,showy trick-trefoil,38.2 x 26.5,Orono,1891,,,,,,,,,,,,,,,,
3,71,Lathyrus maritimus Bigelow ,,Lathyrus japonicus Willd ,beach vetchling,26.5 x 18.5,Brunswick,1870,Wells,1898,,,,,,,,,,,,,,
3,72,Lathyrus palustris L ,,Lathyrus palustris L ,marsh vetchling,26.4 x 18.3,Harpswell Neck,1871,Drake's Island,1897,,,,,,,,,,,,,,
3,73,Astragalus elegans Britton ,,Astragalus eucosmus B L Robins ,elegent milk-vetch,38.7 x 28.7,Fort Fairfield,1892,,,,,,,,,,,,,,,,
3,10V,Ilex verticillata (unnamed) ,,Ilex verticillata (L) Gray ,common winterberry,36.6 x 21.7,,,,,,,,,,,,,,,,,,
3,16V,Vitis riparia Michx ,Vitis vulpina L ,Vitis riparia Michx ,river grape,37.4 x 25.7,Strong,1882,South Poland,1895,Gilead,1897,Bethel,1897,,,,,,,,,,
3,17V,Vitis vulpina L ,,Vitis vulpina L ,frost grape,28.3 x 23.2,Livermore Falls,1876,,,,,,,,,,,,,,,,
3,22V,Acer rubrum L ,,Acer rubrum L ,red maple,30.6 x 22.7,Brunswick,1876,South Poland,1893,,,,,,,,,,,,,,
3,23V,Acer rubrum L ,,Acer rubrum L ,red maple,35.0 x 27.1,Brunswick,1876,,,,,,,,,,,,,,,,
3,27V,Rhus venenata DC ,,Toxicodendron vernix (L) Kuntze,poison-sumac,37.2 x 27.0,Chesterville Ridge,1878,,,,,,,,,,,,,,,,
3,29V,Polygala paucifolia Willd ,,Polygala paucifolia Willd ,fringed milkwort,26.2 x 19.3,Brunswick,1881,,,,,,,,,,,,,,,,
3,31V,Polygala polygama Walt ,,Polygala polygama Walt ,racemed milkwort,37.1 x 24.2,North Berwick,1897,,,,,,,,,,,,,,,,
3,57V,Desmodium canadinse DC ,,Desmodium canadense DC ,showy trick-trefoil,37.5 x 27.5,Wells,1879,,,,,,,,,,,,,,,,
3,5V,Oxalis corniculata L ,,Oxalis corniculata L ,creeping yellow wood sorrel,38.5 x 28.2,nd,1910,,,,,,,,,,,,,,,,
3,62V,Vicia angustifolia Reichardt,,Vicia sativa L ,common vetch,37.2 x 26.9,nd,1880,,,,,,,,,,,,,,,,
3,63V,Vicia tetrasperma L ,,Vicia tetrasperma (L) Schreb ,four-seeded vetch,26.0 x 20.3,Orono,nd,Boothbay,nd,,,,,,,,,,,,,,
3,65V,Lathyrus pratensis L ,,Lathyrus pratensis L ,meadow vetchling,37.2 x 27.3,Fort Fairfield,1881,,,,,,,,,,,,,,,,
3,69V,Desmodium canadinse DC ,,Desmodium canadense (L) DC ,showy trick-trefoil,37.2 x 26.3,Livermore Falls,1877,,,,,,,,,,,,,,,,
3,71V,Lathyrus palustris L ,,Lathyrus palustris L ,marsh vetchling,37.9 x 27.5,Great Diamond Island,1888,,,,,,,,,,,,,,,,
3,8v,Impatiens fulva Nutt ,,Impatiens capensis Meerb ,spotted touch-me-not,33.6 x 24.0,Saint Francis,1881,,,,,,,,,,,,,,,,
4,1,Prunus nigra Ait ,,Prunus nigra Ait ,Canada plum,36.6 x 26.3,Orono,1892,,,,,,,,,,,,,,,,
4,2,Prunus americana Marshall ,Prunus nigra Ait ,Prunus americana Marsh ,American plum,37.5 x 27.6,Brunswick,nd,Orono,1891,South Poland,1893,,,,,,,,,,,,
4,3,Prunus maritima Wang ,,Prunus maritima Marsh ,beach plum,35.0 x 27.0,Wells Beach,1879,Wells Beach,1897,Wells Beach,1898,,,,,,,,,,,,
4,4,Prunus maritima Wang ,,Prunus maritima Marsh ,beach plum,36.5 x 26.5,Wells Beach,nd,,,,,,,,,,,,,,,,
4,5,Prunus maritima Wang ,,Prunus maritima Marsh ,beach plum,36.5 x 26.5,Wells Beach,nd,Drake's Island,1879,,,,,,,,,,,,,,
4,6,Prunus avium L ,,Prunus avium (L) L ,sweet cherry,37.5 x 27.3,South Poland,1893,,,,,,,,,,,,,,,,
4,7,Prunus pumila L ,,Prunus pumila L ,dwarf sand plum,36.3 x 26.7,Fort Kent,1880,Ashland,1881,Strong,1882,Saint Francis,1881,South Poland,1893,Orono,1880,Gilead,1897,Brunswick,1888,Leeds,1889
4,8,Fruit of Prunus pumila,,Prunus pumila L ,dwarf sand plum,37.0 x 26.4,Fort Fairfield,1880,,,,,,,,,,,,,,,,
4,9,Prunus pensylvanica L ,,Prunus pensylvanica L ,pin cherry,30.3 x 19.6,Orono,1881,,,,,,,,,,,,,,,,
4,10,Pyrus arbutifolia L ,,Aronia arbutifolia (L) Pers ,reDChokeberry,37.5 x 27.5,Gilead,1897,,,,,,,,,,,,,,,,
4,11,Prunus cuneata Raf ,,Prunus susquehanae hort ex Willd ,Appalachian sand plum,37.4 x 26.7,South Poland,1895,,,,,,,,,,,,,,,,
4,12,Prunus cuneata Raf ,,Prunus susquehanae hort. ex Willd ,Appalachian sand plum,38.3 x 27.4,South Poland,1895,,,,,,,,,,,,,,,,
4,13,Prunus pensylvanica L ,,Prunus pensylvanica L ,pin cherry,37.0 x 27.2,Brunswick,1877,Wells,1898,Rangeley,1882,South Poland,1893,,,,,,,,,,
4,14,Prunus pensylvanica L ,,Prunus pensylvanica L ,pin cherry,29.5 x 21.8,nd,nd,,,,,,,,,,,,,,,,
4,15,Prunus virginiana L ,,Prunus virginiana L ,choke cherry,37.5 x 27.5,Brunswick,1875,Saint Francis,1881,Harpswell,1884,Rangeley,1882,South Poland,1893,,,,,,,,
4,16,Prunus virginiana L ,,Prunus virginiana L ,choke cherry,37.6 x 27.5,nd,nd,,,,,,,,,,,,,,,,
4,17,Prunus virginiana L ,,Prunus virginiana L ,choke cherry,38.5 x 26.0,Harpswell,1884,Brunswick,nd,,,,,,,,,,,,,,
4,18,Prunus virginiana L ,,Prunus virginiana L ,choke cherry,37.6 x 27.7,Brunswick,1892,,,,,,,,,,,,,,,,
4,19,Prunus serotina Ehrhart ,,Prunus serotina Ehrh ,black cherry,37.5 x 26.9,Brunswick,nd,Harpswell,nd,South Poland,1893,,,,,,,,,,,,
4,20,Prunus serotina Ehrhart ,,Prunus serotina Ehrh ,black cherry,37.5 x 27.6,South Poland,1893,,,,,,,,,,,,,,,,
4,21,Prunus virginiana L ,,Prunus virginiana L ,choke cherry,38.7 x 26.9,Saint Francis,1880,,,,,,,,,,,,,,,,
4,22,Spiraea salicifolia L ,Spiraea latifolia Bork ,Spiraea alba Du Roi ,white meadowsweet,37.5 x 27.1,Brunswick,1876,Rangeley,1892,West Baldwin,1900,Wells,nd,,,,,,,,,,
4,23,Spiraea tomentosa L ,,Spiraea tomentosa L ,rosy meadowsweet,38.5 x 26.2,Brunswick,1870,West Baldwin,nd,South Poland,nd,Wells,1898,,,,,,,,,,
4,24,Rubus odoratus L ,,Rubus odoratus L ,flowering raspberry,26.5 x 20.0,Lewiston,nd,East Livermore,nd,Great Diamond Island,1888,South Poland,nd,Brunswick,1870,,,,,,,,
4,25,Rubus chamaemorus L ,,Rubus chamaemorus L ,baked-apple-berry,38.0 x 27.4,Roque Bluffs,nd,Machias,1902,,,,,,,,,,,,,,
4,26,Rubus triflorus Richardson ,,Rubus pubescens Raf ,dwarf raspberry,26.5 x 19.7,Brunswick,1871,Rangeley,1882,Cutler,1902,West Baldwin,1898,South Poland,1893,,,,,,,,
4,27,Rubus triflorus Richardson ,,Rubus pubescens Raf ,dwarf raspberry,37.7 x 24.4,nd,nd,,,,,,,,,,,,,,,,
4,28,Rubus strigosus Michx ,,Rubus idaeus L ,red raspberry,28.6 x 20.1,Brunswick,1878,East Livermore,1870,Topsham,nd,Rangeley,nd,South Poland,1893,Wells,1898,,,,,,
4,29,Rubus pergratus Blanchard ,Rubus strigosus Michx ,Rubus pensilvanicus Poir ,Pennsylvania blackberry,38.5 x 27.5,Brunswick,1884,,,,,,,,,,,,,,,,
