Volume,Page,KF Scientific Name,KF Scientific Name,AH Scientific Name,AH Common Name,"Dimensions (hxw, cm)",Place Name-1,Year-1,Place Name-2,Year-2,Place Name-3,Year-3,Place Name-4,Year-4,Place Name-5,Year-5,Place Name-6 ,Year-6,Place Name-7,Year-7,Place Name-8,Year-8,,
4,30,Rubus occidentalis L ,,Rubus occidentalis L ,black raspberry,30.5 x 23.6,South Poland,1895,York County,1879,,,,,,,,,,,,,,
4,31,Rubus allegheniensis Porter ,Rubus villosus Ait ,Rubus allegheniensis Porter ,common blackberry,27.2 x 22.1,Brunswick,nd,Wells,1898,East Livermore,nd,South Poland,1893,Rangeley,1882,West Baldwin,1900,,,,,,
4,32,Rubus villosus Ait ,,Rubus flagellaris Willd ,northern blackberry,38.2 x 27.5,Brunswick,1891,,,,,,,,,,,,,,,,
4,33,Rubus allegheniensis Porter ,Rubus villosus Ait ,Rubus allegheniensis Porter ,common blackberry,30.0 x 20.1,East Livermore,1878,,,,,,,,,,,,,,,,
4,34,Rubus allegheniensis Porter ,Rubus villosus Ait ,Rubus allegheniensis Porter ,common blackberry,37.6 x 27.3,Brunswick,nd,,,,,,,,,,,,,,,,
4,35,Rubus hispidus L ,,Rubus hispidus L ,bristly blackberry,36.6 x 26.8,Brunswick,1888,Topsham,nd,Cutler,nd,Wells,1898,South Poland,1893,West Baldwin,1900,Rangeley,1882,,,,
4,36,Rubus recurvans Blanchard ,,Rubus frondosus Bigelow ,leafy-flowered blackberry,37.1 x 26.8,Brunswick,nd,South Poland,1893,,,,,,,,,,,,,,
4,37,Rubus randii Rydb ,,Rubus canadensis L ,smooth blackberry,37.5 x 27.4,Cutler,1902,,,,,,,,,,,,,,,,
4,38,Rubus setosus Bigeow ,,Rubus setosus Bigelow ,setose blackberry,36.7 x 26.7,Gilead,1897,,,,,,,,,,,,,,,,
4,39,Dalibarda repens L ,,Rubus dalibarda L ,dewdrop,26.3 x 19.4,Topsham,1870,Fayette,nd,,,,,,,,,,,,,,
4,40,Geum album Gmelin ,,Geum canadense Jacq ,white avens,37.3 x 26.7,Brunswick,1892,Harpswell,1876,Wells Beach,1898,South Poland,1893,,,,,,,,,,
4,41,Geum virginianum L ,,Geum virginianum L ,cream-colored avens,36.1 x 26.6,Brunswick,1892,Chesterville Mills,1878,South Poland,1893,,,,,,,,,,,,
4,42,Geum virginianum L ,,Geum virginianum L ,cream-colored avens,37.8 x 27.4,Brunswick,1892,,,,,,,,,,,,,,,,
4,43,Geum macrophyllum Willd ,,Geum macrophyllum Willd ,large-leaved avens,37.5 x 27.3,Modawaska Township,1881,,,,,,,,,,,,,,,,
4,44,Geum macrophyllum Willd ,,Geum macrophyllum Willd ,large-leaved avens,38.0 x 27.5,Brunswick,1904,Strong,1882,South Poland,1893,Rangeley,1894,,,,,,,,,,
4,45,Geum strictum Ait ,,Geum aleppicum Jacq ,yellow avens,26.5 x 18.0,Brunswick,1870,West Bath,1892,Strong,1882,Fayette,1876,Wells,1898,South Poland,1893,Brunswick,1892,,,,
4,46,Geum rivale L ,,Geum rivale L ,water avens,26.5 x 17.4,Brunswick,nd,Fayette Ridge,1871,Orono,1882,Wells,1898,South Poland,1893,Shapleigh,1905,,,,,,
4,47,Geum radiatum Michx ,Geum peckii Pursh ,Geum peckii Pursh ,White Mountain avens,26.8 x 19.5,Fayette Ridge,1871,,,,,,,,,,,,,,,,
4,48,Fragaria virginiana Mill ,,Fragaria virginiana Duchesne ,common strawberry,26.7 x 20.2,Brunswick,nd,East Livermore,nd,Fayette,nd,Orono,nd,Fort Fairfield,1880,Rangeley,1882,Fort Fairfield,1881,,,,
4,49,Fragaria virginiana Mill ,,Fragaria virginiana Duchesne ,common strawberry,36.0 x 26.2,Brunswick,1870,,,,,,,,,,,,,,,,
4,50,Fragaria vesca L ,,Fragaria vesca L ,woodland strawberry,24.0 x 16.6,Fort Kent,1881,South Poland,1897,Gilead,1897,Orono,1880,Wells,1898,,,,,,,,
4,51,Fragaria vesca L ,,Fragaria vesca L ,woodland strawberry,32.8 x 26.9,Fort Kent,1881,,,,,,,,,,,,,,,,
4,52,Potentilla arguta Pursh ,,Drymocallis arguta (Pursh) Rydb ,tall wood-beauty,37.0 x 26.5,Waterville,1876,,,,,,,,,,,,,,,,
4,53,Potentilla arguta Pursh ,,Drymocallis arguta Rydb ,tall wood-beauty,34.5 x 23.3,Aroostock River,nd,Fort Fairfield,1880,,,,,,,,,,,,,,
4,54,Potentilla norvegica L ,Potentilla monspeliensis L ,Potentilla norvegica L ,Norwegian cinquefoil,26.9 x 18.2,Brunswick,1871,Wells,1898,Rangeley,1882,South Poland,1893,West Baldwin,1900,,,,,,,,
4,55,Potentilla pensylvanica L ,,Potentilla litoralis Rydb ,coast cinquefoil,30.3 x 23.5,Cushing Island,1876,Castine,1890,York Beach,1881,Monhegan,1910,,,,,,,,,,
4,56,Potentilla argintea L ,,Potentilla argentea L ,silver-leaveDCinquefoil,33.2 x 24.0,Brunswick,1890,South Poland,1893,Wells,1879,,,,,,,,,,,,
4,57,Potentilla palustris Scop ,,Comarum palustre L ,marsh-cinquefoil,25.0 x 17.1,Fayette,1871,South Poland,1893,,,,,,,,,,,,,,
4,58,Potentilla recta L ,,Potentilla recta L ,sulphur cinquefoil,38.0 x 27.3,Lewiston,1901,West Paris,1903,,,,,,,,,,,,,,
4,59,Potentilla fruticosa L ,,Dasiphora floribunda Raf ,shrubby-cinquefoil,38.3 x 27.9,Readfield,nd,North Wayne Pond,1878,South Poland,1893,Rangeley,1894,,,,,,,,,,
4,60,Potentilla canadensis L ,,Potentilla canadensis L ,dwarf cinquefoil,30.2 x 23.7,Brunswick,1870,Saint Francis,1881,Gilead,1897,Wells,1898,Strong,1882,,,,,,,,
4,61,Rosa acicularis Lindl ,Potentilla anserina L ,Rosa acicularis Lindl ,bristly rose,26.5 x 20.2,Brunswick,1870,Wells,1897,West Baldwin,1878,Fort Kent,1880,Foster's Point,1900,West Bath,nd,,,,,,
4,62,Potentilla canadensis L ,Potentilla pumila Poir ,Potentilla canadensis L ,dwarf cinquefoil,24.0 x 19.3,Topsham,1871,,,,,,,,,,,,,,,,
4,63,Potentilla canadensis L ,,Potentilla canadensis L ,dwarf cinquefoil,30.4 x 27.0,Brunswick,nd,East Livermore,1876,South Poland,1892,Orono,1880,Wells,1898,,,,,,,,
4,64,Rosa acicularis var ,,Rosa acicularis Lindl ,bristly rose,37.3 x 28.0,nd,nd,,,,,,,,,,,,,,,,
4,65,Agrimonia eupatoria L ,,Agrimonia eupatoria L ,medicinal agrimony,36.7 x 26.1,Brunswick,nd,East Livermore,1876,Wells,1874,South Poland,1893,Phillips,1882,,,,,,,,
4,66,Rosa acicularis Lindl ,,Rosa acicularis Lindl ,bristly rose,38.0 x 28.0,Foster's Point,1900,,,,,,,,,,,,,,,,
4,67,Rosa blanda Ait ,,Rosa blanda Ait ,smooth rose,37.8 x 27.3,Fort Kent,1880,Fort Fairfield,1880,Dover,1897,,,,,,,,,,,,
4,68,Rosa carolina L ,,Rosa carolina L ,Carolina rose,38.1 x 27.4,West Bath,1899,,,,,,,,,,,,,,,,
4,69,Rosa carolina L ,,Rosa carolina L ,Carolina rose,37.5 x 27.3,Wells,1878,Brunswick,nd,South Poland,1893,West Bath,1897,Wells,1898,,,,,,,,
4,70,Rosa lucida,,Rosa virginiana P Mill ,Virginia rose,37.4 x 26.8,Mt. Howard,1902,,,,,,,,,,,,,,,,
4,71,Rosa lucida Ehrh ,Rosa virginiana Mill ,Rosa virginiana P Mill ,Virginia rose,28.8 x 19.8,Brunswick,1876,,,,,,,,,,,,,,,,
4,72,Rosa humilis Marsh ,,Rosa carolina L ssp carolina ,Carolina rose,38.0 x 27.4,West Bath,1891,Gilead,1897,Wells,1899,,,,,,,,,,,,
4,73,Rosa nitida Willd ,,Rosa nitida Willd ,shining rose,38.0 x 27.2 ,Cutler,1902,,,,,,,,,,,,,,,,
4,74,Rosa nitida Willd ,,Rosa nitida Willd ,shining rose,24.5 x 17.5,Ashland,1881,Cutler,1902,Rangeley,1882,,,,,,,,,,,,
4,75,Rosa rubiginosa L ,,Rosa rubiginosa L ,sweet-briar rose,27.5 x 18.5,Brunswick,1870,South Poland,1893,South Chesterville,nd,Freeport,1908,,,,,,,,,,
4,76,Rosa rubiginosa L ,,Rosa rubiginosa L ,sweet-briar rose,30.5 x 22.8,Chesterville,nd,South Poland,1893,South Freeport,1907,,,,,,,,,,,,
4,77,Rosa rubiginosa L ,,Rosa rubiginosa L ,sweet-briar rose,32.0 x 20.8,Harpswell,1870,,,,,,,,,,,,,,,,
4,78,Pyrus arbutifolia L ,,Aronia arbutifolia (L) Pers ,reDChokeberry,37.6 x 27.0,Fayette Ridge,1878,Brunswick,nd,,,,,,,,,,,,,,
4,79,Pyrus arbutifolia L ,,Aronia arbutifolia (L) Pers ,reDChokeberry,37.0 x 26.8 ,Brunswick,1887,,,,,,,,,,,,,,,,
4,80,Pyrus americana DC ,,Sorbus americana Marsh ,American mountain-ash,35.5 x 26.4,Fort Kent,1881,Isle au Haut,1909,,,,,,,,,,,,,,
4,81,Pyrus americana DC ,,Sorbus americana Marsh ,American mountain-ash,33.7 x 25.3,Fort Kent,1881,South Poland,1893,Rangeley,1894,,,,,,,,,,,,
4,84,Crataegus oxyacantha L ,,Crataegus monogyna Jacq ,one-seeded hawthorn,38.0 x 27.2 ,North Lubec,1902,,,,,,,,,,,,,,,,
4,85,Crataegus coccinea L ,,Crataegus macracantha Lodd ex Loud,scarlet hawthorn,38.0 x 25.8,Orono,1881,Brunswick,1899,,,,,,,,,,,,,,
4,86,Crataegus coccinea L ,,Crataegus macracantha Lodd ex Loud,scarlet hawthorn,37.5 x 27.5,Brunswick,1897,Southport,1891,,,,,,,,,,,,,,
4,87,Crataegus coccinea L ,,Crataegus macracantha Lodd ex Loud,scarlet hawthorn,27.0 x 18.2,Mattawamkeag,1881,Patten,1881,Hersey,1881,,,,,,,,,,,,
4,88,Crataegus crus-galli L ,,Crataegus crus-galli L ,cockspur hawthorn,26.0 x 18.6,Mattawamkeag,1881,,,,,,,,,,,,,,,,
4,89,Crataegus monstrata Sarg ,,Crateagus macrosperma Ashe,large-seeded hawthorn,37.4 x 26.5,Fayette Ridge,1878,Brunswick,1899,,,,,,,,,,,,,,
4,93,Amelanchier canadensis T G ,,Amelanchier canadensis (L) Medik ,eastern shadbush,34.9 x 26.3,Brunswick,nd,Fayette Ridge,1878,Wells,1898,,,,,,,,,,,,
4,94,Amelanchier canadensis T G ,,Amelanchier canadensis (L) Medik ,eastern shadbush,35.9 x 24.0 ,Fayette Ridge,1878,,,,,,,,,,,,,,,,
4,95,Amelanchier canadensis T G ,,Amelanchier canadensis (L) Medik ,eastern shadbush,29.3 x 22.6,Fayette Ridge,1878,,,,,,,,,,,,,,,,
4,96,Amelanchier rotundifolia ,,Amelanchier sanguinea (Pursh) DC ,round-leaved shadbush,28.9 x 22.7,Orono,1880,,,,,,,,,,,,,,,,
4,97,Amelanchier canadensis T G ,,Amelanchier canadensis (L) Medik ,eastern shadbush,33.8 x 25.8,Brunswick,1870,East Livermore,1878,Wells,1878,Rangeley,1882,Gilead,1897,,,,,,,,
4,98,Amelanchier canadensis T G ,,Amelanchier canadensis (L) Medik ,eastern shadbush,36.8 x 26.3,Fayette Ridge,1878,,,,,,,,,,,,,,,,
4,99,Amelanchier oligocarpa Roem ,,Amelanchier bartramiana Tausch) M Roemer ,mountain shadbush,29.0 x 17.5,Livermore Falls,1878,,,,,,,,,,,,,,,,
4,100,Amelanchier canadensis T G ,,Amelanchier canadensis (L) Medik ,eastern shadbush,36.7 x 26.3,Brunswick,nd,Fayette Ridge,nd,Brunswick,nd,East Livermore,nd,Gilead,nd,,,,,,,,
4,101,Saxifraga virginiensis Michx ,,Michranthes virginiensis (Michx) Small ,early small-flowered saxifrage,28.8 x 17.5,Brunswick,1870,East Livermore,1874,South Poland,1893,,,,,,,,,,,,
4,102,Saxifraga pennsylvanica L ,,Michranths pensylvanica (L) Haw ,swamp small-flowered saxifrage,33.0 x 24.0,Wells,1879,Wells,1898,,,,,,,,,,,,,,
4,103,Tierella cordifolia L ,,Tiarella cordifolia L ,foam flower,26.3 x 18.9,Brunswick,1870,Topsham,nd,Rangeley,nd,South Poland,nd,,,,,,,,,,
4,104,Mitilla nuda L ,,Mitella nuda L ,naked bishop's-cap,22.8 x 14.0,Livermore,nd,South Poland,nd,Aroostook,1880,Dover,1897,Aroostook,1881,,,,,,,,
4,105,Mitilla diphylla L ,,Mitella diphylla L ,two leaved bishop's-cap,32.7 x 23.8 ,Livermore Falls,1878,Brunswick,nd,Rangeley,nd,Wells,1898,,,,,,,,,,
4,106,Chrysoplenium americanum Schwein ,,Chrysoplenium americanum Schwein ex Hook,golden-saxifrage,33.7 x 27.0,Orono,1881,Livermore,nd,Rangeley,nd,South Poland,nd,,,,,,,,,,
4,108,Ribes cynosbati L ,,Ribes cynosbati L ,eastern prickly gooseberry,34.0 x 24.4,Strong,1882,Rangeley,1894,Gilead,1897,,,,,,,,,,,,
4,109,Ribes oxyacanthoides L ,,Ribes hirtellum Michx ,hairy-stemmed gooseberry,27.9 x 18.7,Strong,1882,South Poland,1893,Gilead,1897,Wells,1898,Chebeague Island,1876,,,,,,,,
4,110,Ribes lacustre Poir ,,Ribes lacustre (Pers) Poir ,bristly swamp currant,32.3 x 27.1,Patten,1881,Hersey,1881,New Sweden,1881,Rangeley,1882,South Poland,1893,Gilead,1897,Strong,1882,,,,
4,111,Fruit of Ribes lacustre ,,Ribes lacustre (Pers) Poir ,bristly swamp currant,21.7 x 12.3,New Sweden,1881,,,,,,,,,,,,,,,,
4,112,Ribes prostratum L'H̩r ,,Ribes glandulosum Grauer ,skunk-currant,30.5 x 24.1,Cushing Island,1876,Brunswick,nd,Livermore Falls,1878,Rangeley,1894,West Bath,nd,,,,,,,,
4,113,Ribes floridum L'H̩r ,,Ribes americanum P Mill ,eastern black currant,27.0 x 24.2,Patten,1881,Fayette Ridge,nd,,,,,,,,,,,,,,
4,114,Ribes rubrum L ,Ribes trista L ,Ribes rubrum L ,garden reDCurrant,37.5 x 26.8,Presque Isle,1880,Fort Kent,1881,Patten,1881,Rangeley,1882,Gilead,1897,West Bath,nd,,,,,,
4,115,Ribes aureum Pursh ,,Ribes aureum Pursh ,golden currant,37.0 x 27.0,Patten,1881,,,,,,,,,,,,,,,,
4,116,Pyrus aucuparia Ehrh ,,Sorbus aucuparia L ,European mountain ash,37.2 x 27.0,Orono,nd,,,,,,,,,,,,,,,,
5,2,Sedum acre L ,,Sedum acre L ,moss stonecrop,37.8 x 27.6,Gorham,nd,South Poland,1893,Camden,1902,Rockport,1902,Great Cheabeque Island,nd,West Bath,nd,,,,,,
5,3,Sedum telephium L ,,Hylotelephium telephium (L) H Ohba ,purple orpine,37.7 x 27.7,Caribou,1880,Brunswick,1882,Wells,1898,South Poland,1893,,,,,,,,,,
5,4,Sedum rhodiola DC ,,Rhodiola rosea L ,roseroot,38.0 x 27.3,"The Island" Cutler""The Island" Cutler""he Islan"""he Island" Cutler""The Island" Cutler"""e Island" Cutler""The Island"" Island" Cutler""Th""Island" Cut""slan",1902,Roque Bluffs,1902,Monhegan,1902,,,,,,,,,,,,
5,5,Hamamelis virginiana L ,,Hamamelis viriginiana L ,American witch-hazel,37.7 x 28.0,Brunswick,nd,Fayette Ridge,1878,Strong,1882,,,,,,,,,,,,
5,6,Myriophyllum verticillatum L ,,Myriophyllum verticillatum L ,whorled water-milfoil,38.1 x 28.0,Saint Francis,1881,Rangeley,1882,,,,,,,,,,,,,,
5,7,Myriophyllum farwellii Mor ,,Myriophyllum farwellii Morong ,Farwell's water-milfoil,38.1 x 27.1,South Poland,1893,Torsey Pond - Readfield,1892,Rangeley,1894,South Poland,1895,,,,,,,,,,
5,8,Myriophyllum tenellum Bigelow ,,Myriophyllum tenellum Bigelow ,slender water-milfoil,25.6 x 19.1,Fayette,1876,South Poland,1893,Orono,nd,Chemo Pond,1880,Greenvale,1894,Wayne Pond- Lisbon Falls,nd,,,,,,
5,9,Proserpinaca palustris L ,,Proserpinaca palustris L ,marsh mermaid-weed,37.7 x 27.1,Wells,1874,Chesterville,1878,Readfield,1892,South Poland,1893,Wells,1898,,,,,,,,
5,10,Proserpinaca pectinata Lam ,,Proserpinaca pectinata Lam ,comb-leaved mermaid-weed,26.6 x 20.0,Wells,1877,,,,,,,,,,,,,,,,
5,11,Proserpinaca pectinata Lam ,,Proserpinaca pectinata Lam ,comb-leaved mermaid-weed,37.2 x 27.7,Leeds Center,1896,,,,,,,,,,,,,,,,
5,12,Hippuris vulgaris L ,,Hippuris vulgaris L ,common mare's-tail,33.2 x 27.5,SaintFrancis,1881,South Poland,1893,Rangeley,1894,,,,,,,,,,,,
5,13,Circaea lutetiana L ,,Circaea canadensis (L) Hill ,broad-leaved enchanter's-nightshade,30.5 x 23.9,Cushing Island,1876,Brunswick,nd,Northport,1891,South Poland,1895,,,,,,,,,,
5,14,Circaea alpina L ,,Circaea alpina L ,small enchanter's-nightshade,26.8 x 19.7,Brunswick,1871,East Livermore,nd,Rangeley,1882,South Poland,1895,Caribou,1880,,,,,,,,
5,15,Epilobium angustifolium L ,,Chamerion angustifolium (L) Holub,narrow-leaved fireweed,25.5 x 20.2,Rangeley,1882,Brunswick,1870,Fayette,1878,Caribou,1880,Wells,1898,East Livermore,1878,Coplin Plain,1894,,,,
5,16,Epilobium palustre L ,,Epilobium palustre L ,marsh willow-herb,30.4 x 24.7,Harpswell,1876,Caribou,1881,South Poland,1893,Rangeley,1894,,,,,,,,,,
5,17,Epilobium palustre L ,,Epilobium palustre L ,marsh willow-herb,36.6 x 23.2,Harpswell,1876,Caribou,1880,,,,,,,,,,,,,,
5,18,Epilobium palustre L ,,Epilobium palustre L ,marsh willow-herb,37.2 x 22.6,Harpswell,1876,Caribou,1880,Wells,1898,,,,,,,,,,,,
5,19,Epilobium molle Torrey ,,Epilobium leptophyllum Raf ,bog willow-herb,33.5 x 28.0 ,Caribou,1880,Fort Kent,1881,Strong,1882,,,,,,,,,,,,
5,20,Epilobium adenocaulon Hausskn ,,Epilobium cilatum Raf ,fringed willow-herb,23.8 x 28.4,Brunswick,nd,South Poland,1893,Wells,1898,South Poland,1895,,,,,,,,,,
5,21,Epilobium coloratum Muhl ,,Epilobium coloratum Biehler ,eastern willow-herb,37.7 x 27.7,West Baldwin,1900,Brunswick,1892,Wells,1898,South Poland,1893,,,,,,,,,,
5,22,Oenothera biennis L ,,Oenothera biennis L ,common evening-primrose,26.7 x 20.4,Brunswick,1870,Farmington,nd,South Poland,1893,Wells,1898,,,,,,,,,,
5,23,Oenothera cruciata,,Oenothera oakesiana (Gray) J W Robbins ,Oake's evening-primrose,37.8 x 27.4,Castine,1902,Brunswick,1892,,,,,,,,,,,,,,
5,24,Oenothera biennis L ,,Oenothera biennis L ,common evening-primrose,38.3 x 27.3,Wells,1898,,,,,,,,,,,,,,,,
5,25,Oenothera pumila L ,,Oenothera perennis L ,little evening-primrose,27.8 x 27.0,South Poland,1893,Orono,1880,Wells,1898,Brunswick,nd,East Livermore,1888,Rangeley,1882,,,,,,
5,26,Oenothera pumila L ,,Oenothera perennis L ,little evening-primrose,38.0 x 27.3,East Livermore,1888,,,,,,,,,,,,,,,,
5,28,Oenothera muricata L ,,Oenothera biennis L ,common evening-primrose,37.4 x 27.3,Wells,1875,,,,,,,,,,,,,,,,
5,29,Oenothera muricata L ,,Oenothera biennis L ,common evening-primrose,37.3 x 28.2,York,1899,,,,,,,,,,,,,,,,
5,31,Ludwigia palustris Ell ,,Ludwigia palustris (L) Ell ,common water-primrose,37.5 x 26.8,East Livermore,1878,Wells,1878,South Poland,1893,,,,,,,,,,,,
5,32,Rhexia virginica L ,,Rhexia virginica L ,Virginia meadow-beauty,39.1 x 27.7,Bradley,1892,South Poland,1893,West Baldwin,1900,,,,,,,,,,,,
5,33,Lythrum hyssopifolia L ,,Lythrum hyssopifolia L ,hyssop-leaved loosestrife,26.0 x 20.0,Wells,1874,,,,,,,,,,,,,,,,
5,34,Lythrum hyssopifolia L ,,Lythrum hyssopifolia L ,hyssop-leaved loosestrife,38.0 x 27.2,Cape Porpoise,1901,,,,,,,,,,,,,,,,
5,36,Sicyos angulatus L ,,Sicyos angulatus L ,one-seeded burr-cucumber,27.0 x 20.6,Brunswick,1870,,,,,,,,,,,,,,,,
5,37,Echinocystis labata Torr & Gray ,,Echinocystis labata (Michx) Torr & Gray ,wilDCucumber,36.7 x 26.7,Brunswick,nd,,,,,,,,,,,,,,,,
5,38,Hydrocotyle americana L ,,Hydrocotyle americana L ,American marsh-pennywort,26.7 x 20.5,Brunswick,1870,South Poland,nd,Wells,1898,,,,,,,,,,,,
5,39,Sanicula marylandica L ,,Sanicula marilandica L ,Maryland sanicle,33.7 x 23.8,Fort Kent,1881,Strong,1882,South Poland,1893,,,,,,,,,,,,
5,40,Sanicula marylandica L ,,Sanicula marilandica L ,Maryland sanicle,37.5 x 27.2,Fort Kent,1881,,,,,,,,,,,,,,,,
5,41,Daucus carota L ,,Daucus carota L ,wilDCarrot,37.9 x 27.1,Brunswick,1876,,,,,,,,,,,,,,,,
5,42,Heracleum lanatum Michx ,,Heracleum maximum Bartr ,American cow-parsnip,38.0 x 27.7,Gilead,1897,Dover,nd,Wells,1879,Wells,1898,Orono,1881,Rangeley,1882,,,,,,
5,43,Pastinaca sativa L ,,Pastinaca sativa L ,wild parsnip,29.0 x 25.5,Brunswick,1876,Orono,nd,South Poland,1893,,,,,,,,,,,,
5,44,Angelica atropurpurea L ,,Angelica atropurpurea L ,purple-stemmed Angelica,38.0 x 27.8,Farmington,1878,Saint Francis,1881,Fort Kent,1881,Strong,1882,,,,,,,,,,
5,45,Archangelica gmelini DC ,,Angelica lucida L ,sea coast Angelica,37.1 x 27.6,Wells Beach,1879,Harpswell,1876,West Bath,1892,Isle au Haut,1909,,,,,,,,,,
5,46,Conioselinum canadense T and G ,,Conioselinum chinense (L ) B S P ,Chinese hemlock-parsley,37.1 x 27.3,Fort Fairfield,1880,Gilead,1897,Caribou,1880,Orono,1881,,,,,,,,,,
5,47,Ligusticum scoticum L ,,Ligusticum scoticum L ,Scotch wild lovage,37.8 x 27.3,Brunswick,1876,Wells Beach,1898,Isle au Haut,1909,,,,,,,,,,,,
5,48,Zizia aurea Koch ,,Ziza aurea (L) WDJ Koch ,common golden Alexanders,37.5 x 26.5,Waterville,1871,Orono,nd,,,,,,,,,,,,,,
5,49,Archangelica gmelini DC ,,Angelica lucida L ,sea coast Angelica,36.4 x 26.4,Harpswell,1876,West Bath,nd,Wells Beach,1879,Isle au Haut,1909,,,,,,,,,,
5,50,Archangelica gmelini DC ,,Angelica lucida L ,sea coast Angelica,37.5 x 27.2,Wells Beach,1898,,,,,,,,,,,,,,,,
5,51,Carum carvi L ,,Carum carvi L ,caraway,37.2 x 27.4,Brunswick,1876,Wells,1898,South Poland,nd,,,,,,,,,,,,
5,52,Cicuta maculata L ,,Cicuta maculata L ,spotted water-hemlock,37.6 x 27.6,Brunswick,1876,Wells,1898,South Poland,1893,,,,,,,,,,,,
5,53,Cicuta bulbifera L ,,Cicuta bulbifera L ,bulblet-bearing water-hemlock,37.5 x 27.1,Brunswick,1876,South Poland,1893,,,,,,,,,,,,,,
5,54,Sium cicutifolium Gmelin ,,Sium suave Walt ,water-parsnip,37.9 x 26.9,Brunswick,1876,South Poland,,Gilead,1897,,,,,,,,,,,,
5,55,Cryptotaenia canadensis DC ,,Cryptotaenia canadensis (L) DC ,Canada honewort,38.5 x 28.0,Skowhegan,1903,,,,,,,,,,,,,,,,
5,56,Osmorhiza longistylis DC ,,Osmorhiza longistylis (Torr) DC ,long-styled sweet cicely,37.7 x 26.5,Portage Lake,1881,Northport,1891,Patten,1881,,,,,,,,,,,,
5,57,Osmorhiza longistylis DC ,,Osmorhiza longistylis (Torr) DC ,long-styled sweet cicely,37.9 x 27.6,,,,,,,,,,,,,,,,,,
5,58,Osmorhiza brevistylis DC ,,Osmorhiza claytonii (Michx ) C B Clarke,bland sweet-cicely,37.7 x 27.3,Rangeley,1894,Gilead,1897,Fayette,1878,Patten,1881,Portage Lake,1881,Northport,1891,,,,,,
5,59,Conium maculatum L ,,Conium maculatum L ,poison-hemlock,37.0 x 27.0,Brunswick,1876,Great Diamond Island,1892,South Poland,1893,Wells,1898,,,,,,,,,,
5,60,Aralia racemosa L ,,Aralia racemosa L ,American spikenard,37.6 x 28.0 ,Strong,1882,,,,,,,,,,,,,,,,
5,61,Aralia racemosa L ,,Aralia racemosa L ,American spikenard,26.6 x 20.5,Gilead,1897,Brunswick,1870,Strong,1882,South Poland,1893,East Livermore,,,,,,,,,
5,62,Aralia hispida Vent ,,Aralia hispida Vent ,bristly sasparilla,37.5 x 26.9,South Poland,1893,South Poland,1897,Brunswick,1871,Rangeley,1882,Rangeley,1894,Gilead,1897,,,,,,
5,63,Aralia hispida Vent ,,Aralia hispida Vent ,bristly sasparilla,37.3 x 27.3,,,,,,,,,,,,,,,,,,
5,64,Aralia nudicaulis L ,,Aralia nudicaulis L ,wild sasparilla,37.0 x 27.7,,,,,,,,,,,,,,,,,,
5,65,Aralia nudicaulis L ,,Aralia nudicaulis L ,wild sasparilla,33.5 x 23.9,Topsham,1881,East Livermore,1893,South Poland,1893,Brunswick,nd,Fayette,1876,Rangeley,1882,,,,,,
5,66,Aralia quinquefolia D & P ,,Panax quinquefolius L ,American ginseng,38.0 x 27.2,Fayette Ridge,1878,,,,,,,,,,,,,,,,
5,67,Panax trifolia ,,Panax trifolius L ,dwarf ginseng,33.9 x 24.6,Brunswick,1870,Brunswick,1890,South Poland,1893,,,,,,,,,,,,
5,68,Cornus canadensis L ,,Chamaepericlymenum canadense (L) Aschers & Graebn ,Canada dwarf-dogwood,26.8 x 19.9,,,,,,,,,,,,,,,,,,
5,69,Cornus canadensis L ,,Chamaepericlymenum canadense (L) Aschers & Graebn ,Canada dwarf-dogwood,26.0 x 20.4,Brunswick,1870,South Poland,1893,Topsham,nd,,,,,,,,,,,,
5,70,Cornus canadensis L ,,Chamaepericlymenum canadense (L) Aschers & Graebn ,Canada dwarf-dogwood,37.6 x 27.7,Rangeley,1882,,,,,,,,,,,,,,,,
5,71,Cornus florida L ,,Benthamidia florida (L) Spach ,flowering big-bracted-dogwood,30.5 x 23.1,,,,,,,,,,,,,,,,,,
5,72,Cornus cucinata L'H̩r ,,Swida rugosa (Lam ) Rydb ,round-leaved dogwood,39.0 x 27.2,South Poland,1895,,,,,,,,,,,,,,,,
5,73,Corvus cucinata L'H̩r ,,Swida rugosa (Lam ) Rydb ,round-leaved dogwood,38.1 x 27.9,Chesterville Ridge,1878,Wells,1879,South Poland,1895,,,,,,,,,,,,
5,74,Cornus sericea L ,,Swida sericea (L) Holub ,red-osier dogwood,30.5 x 24.9,Brunswick,1878,South Poland,1893,,,,,,,,,,,,,,
5,75,Cornus sericea L ,,Swida sericea (L) Holub ,red-osier dogwood,37.7 x 27.2,Brunswick,1878,Fayette,nd,Lewiston Falls,1878,,,,,,,,,,,,
5,76,Cornus stolonifera Michx ,,Swida sericea (L) Holub ,red-osier dogwood,29.6 x 24.6,Brunswick,nd,,,,,,,,,,,,,,,,
5,77,Cornus stolonifera Michx ,,Swida sericea (L) Holub ,red-osier dogwood,30.6 x 23.9,Livermore Falls,1877,Brunswick,nd,,,,,,,,,,,,,,
5,78,Cornus paniculata Michx ,,Swida racemosa (Lam) Moldenke ,gray dogwood,31.0 x 24.4,Livermore Falls,1877,,,,,,,,,,,,,,,,
